Unnamed: 0,1H4,1H6,2H4,2H6,3H6,Ado,Ant,AWW,AYL,Cor,Cym,Err,H5,H8,Ham,JC,Jn,LLL,Lr,Luc,Mac,MM,MND,MV,Oth,Per,PhT,R2,R3,Rom,Shr,Son,TGV,Tim,Tit,Tmp,TN,TNK,Tro,Ven,Wiv,WT
york,0.12385466826523935,2.3391136520261977,0.2579986822620137,2.8727254438719445,2.768335113966741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003557639255569778,0.03136746512585854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586004622712706,1.8925505115730636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friends,0.6713526870210315,0.6764764755032012,0.5983217432790117,0.0,1.1907808754562017,0.1626984327180906,1.3600128787834733,0.696543981001037,0.38627810346414293,1.5148518213168884,0.35589440839914005,0.0,0.5973943051628646,0.6991514508464066,0.8880767830228117,1.3911374129562852,0.5487280918305153,0.0,0.1679281587407001,0.0025119773360467866,0.6253379730397088,0.0,0.7782674822256477,0.6955839477420724,0.0,0.26598590785133136,0.0,0.8974325900508238,1.309147101549737,0.0,0.3701024023272689,0.0,0.6347544877701066,1.9193057515259864,1.1455074363054103,0.0,0.33589042989302986,0.3762355273094247,0.0,0.08908564009027618,0.0,0.0
himself,0.6713526870210315,0.0,0.44973450051896563,0.8355981253933807,0.5775111217143953,0.9515191618050383,0.7021542496460507,0.9613114227853449,0.2770197073434211,0.8473912945342924,0.5870058483677525,0.6441513231136946,0.9709843929813119,0.6991514508464066,0.9365757099471448,0.850423541861299,0.6327251268293351,0.0,0.354623260125828,1.366804789288024,0.41348297277975965,0.9969525100599951,0.3481847575253023,0.6955839477420724,0.31174210620695986,0.49932237038443866,0.0,0.8373813607353214,0.23134175653814762,0.466190245820658,0.0,0.0,0.6347544877701066,0.8582344641671407,0.0,0.331512196956312,0.4458847100456219,0.3762355273094247,1.2514506666856167,0.8438565755420764,0.7262209666842625,1.178018693322383
place,0.2416831371612708,0.9885792138940372,0.7195560056508311,0.6471169595254948,0.4201020348371577,0.0,0.39381477186349256,0.687444687780152,0.9955757800942369,0.06695623775923606,0.8777225377467505,0.5229962656985223,0.01375173292132559,1.3449744757779503,0.29884758967375424,0.8412804864818022,0.0,0.0,1.1504159260128204,0.6089952833340139,0.7938801138846594,1.453683271242435,0.9340960092794756,0.6021662818182761,1.2390968592289595,1.226216892770087,0.5264653578344063,0.0,0.3800566595280674,0.45714042836879426,0.13177109066815976,0.7557888678819308,0.0,0.312193927374069,0.5466293754687347,0.4465202377309942,0.5370709405390037,1.1391894187512477,0.6575375422662842,0.0817270724178891,0.06693908930934413,0.5693751745581087
none,0.2434417395832635,1.0444420942276549,0.5193010955904955,0.0,0.0,1.3084521834826734,0.3956053755272748,1.010901609740013,0.6539676728498254,0.0,0.8260186159183601,0.9981040451492559,0.4297075290171129,0.6918275291787516,0.45936103904386577,0.30649144849221366,0.6254807790615221,0.6399100057072005,0.5067550840614824,0.3428168633503698,0.8745978389789185,0.9291750356903906,0.4651937995375531,0.839581215064171,0.5542771054487953,1.0552383594138086,1.1644482950425032,0.4655865666665083,0.5820972012673356,0.6749020028974236,0.5533463826860783,0.9222348469185794,0.15476239353547844,0.9834941952929422,0.12877820349327268,0.4482563331325049,0.9350647851851622,0.823614769010193,0.5921700095886898,0.0,0.48542740327370476,1.3389543277511686
hold,0.6010795678829131,0.0,0.7903140806529961,0.3597805911321317,0.6464909548210338,0.5857559974663809,0.3147928586418568,0.34658787294621973,0.0,0.28164944947117065,0.357702821291704,0.7480432006251911,0.5992252787629896,0.279092411903887,1.3609949856474315,0.7792361000839498,1.0887456348906248,0.9319235427244542,1.0336287569554876,0.18984737167220248,0.719551464439897,0.4799885493910332,0.5856443756021406,0.6129578090926511,0.987301554683698,0.3904218084050126,0.0,0.05831326391932316,0.23315065589609882,0.8071506802258434,0.5623490847885975,0.931347459128471,0.5355443219597289,0.624087028530753,0.13737943068566208,0.0,1.4172390780866133,1.1951325660709213,0.7915017786353357,0.0,0.6556676941380616,0.6578753365467512
texts,0.5256073369319942,0.6023776403657106,0.45337949635561076,0.4442803310278003,0.43279772403216615,0.6718350926711583,0.489424197092036,0.6223262470910983,0.6648549205670855,0.4557710212795422,0.44218803953264124,0.9293382039614209,0.5237640271650262,0.55310040464987,0.39379550282749237,0.7027089940181774,0.6363686904222022,0.6507975809181622,0.44090801212925085,1.0186424535885412,0.8065656639753942,0.6571607022782716,0.8675114422411906,0.699227019347142,0.4881477375803266,0.7807968509645774,3.2738346508188867,0.559893125476363,0.3167653717807417,0.46983511286033,0.6482645877139883,0.8539196929220895,0.816126973327475,0.7104340215497094,0.6433032600521892,0.8499229445796185,0.7259894231807671,0.5536328526138204,0.4545403187910586,1.39041388281234,0.5798722437393818,0.5820668145698887
within,0.8268281743307974,0.9051003195401247,0.6898628330604434,0.2921385149693776,0.0,0.0,0.012515239431787681,0.46747901858281066,0.5093614677294666,0.692291618250496,0.2900780158993687,1.5626406834823312,0.3704144542209331,0.39930506466637344,0.9613211359123294,0.8014848632081182,0.7347526252775912,0.5868378513459244,0.800183660139166,0.2098387167465921,1.231965111051728,1.1328913081085266,0.6072167202271225,0.543211281550544,0.9051822037631612,0.288700031598642,0.0,0.7980359582319662,0.7292975468029413,0.7699648896239243,0.6685643379567932,0.7885404813169873,0.0,0.08561248162457445,0.0,1.023465552410041,0.23674945267336953,0.8554019474552993,1.0241340226180762,0.716994456499451,0.6001750156219579,0.4278313292140172
eye,0.26301615681111656,0.0,0.0,0.0,0.06591195756175745,0.40558538984605036,0.0,0.35731522316589776,0.6740265585167801,0.0,0.5282275071888257,0.9385045942269211,0.5329384645372087,0.2898213659761044,0.6180476497470362,0.06809341551777955,1.247552565219901,1.6738227638521461,0.3673576014382091,2.0289214601490655,0.730468759306004,0.0,1.3900377333482143,0.5322492965814656,0.3243723103757258,0.0,0.0,0.7189760308600244,0.1555899960101464,0.9286643648249964,0.0,2.084464783677516,0.43503650320850257,0.0,0.47717395975910165,0.047470016564647215,0.6504536633717278,0.9041330398793157,0.8592757752747725,1.980394125983322,0.315923391180777,0.7413956494342834
soul,0.695560925793769,0.8411823873313521,0.0,0.9648537286493403,0.9530071178653198,0.7704285607968355,0.0,0.0,0.0,0.0,0.0,0.5547703723601562,0.7613439639188642,1.0258006500436498,1.4747540661966279,0.0,1.2590697451456958,0.4955177297319547,0.0,1.0389258401797308,0.0,0.677460059482148,0.49523612110053694,0.9395406921025252,1.5144854145773214,0.0,0.0,1.3483130442343698,1.6476358397447255,0.6391715017927864,0.0,0.8742103571238408,0.027020318961053308,0.08561248162457445,0.6636032294912388,0.2151321875938928,1.03113029443058,0.8554019474552993,0.754370886620271,0.0,0.09824866236351755,0.0
